Longitude,Latitude,Heading,Speed
118.8171374,31.8925942,-98.15967599999999,0.0
118.8171269,31.8925929,-97.99488600000001,3.378257698309112
118.8171163,31.8925917,-97.9839,4.630042173734422
118.8171058,31.8925904,-98.10474600000003,5.574696645998459
118.8170953,31.8925891,-98.30249400000002,6.476708568292693
118.8170848,31.8925878,-98.55517200000003,6.706288253680729
118.8170742,31.8925865,-98.82982200000004,6.706434403698226
118.8170637,31.8925851,-99.148416,6.636467444136242
118.8170531,31.8925836,-99.54391200000003,6.6386109213643545
118.8170425,31.892582,-100.20307200000002,6.6584406406999275
118.8170319,31.8925803,-101.44449000000003,6.663452026086471
118.8170214,31.8925784,-103.65267600000004,6.675302063602218
118.8170112,31.892576,-106.739742,6.679270274259322
118.8170011,31.8925731,-110.56287,6.698453732196304
118.8169913,31.8925697,-114.67163400000001,6.695592907985532
118.8169818,31.8925655,-119.30772600000003,6.624200079915762
118.8169726,31.8925608,-124.30635600000002,6.557737399766132
118.8169641,31.8925553,-129.414846,6.552123086272446
118.8169562,31.8925493,-134.578266,6.511909517873124
118.816949,31.8925426,-139.807602,6.51158099317553
118.8169424,31.8925354,-144.91609200000002,6.513430422104395
118.8169367,31.8925277,-149.61810000000003,6.5069428937720035
118.8169316,31.8925197,-153.43024200000002,6.612488517949009
118.8169271,31.8925114,-156.341532,6.641919772940864
118.8169231,31.892503,-159.01113,6.8152901272809485
118.8169195,31.8924945,-161.164386,6.8180845641241685
118.8169162,31.8924859,-162.241014,7.006114495606116
118.816913,31.8924773,-162.76834200000002,7.070410004926921
118.8169099,31.8924686,-163.11989400000002,6.845241100448814
118.8169069,31.8924598,-163.85595600000002,6.609460020341586
118.8169039,31.892451,-164.855682,6.664122519941508
118.8169012,31.8924421,-166.053156,6.626300630789128
118.8168987,31.8924333,-167.31654600000002,7.02604068708104
118.8168965,31.8924244,-168.73374,7.314239934318578
118.8168946,31.8924155,-170.21685000000002,7.4002701785855125
118.8168929,31.8924064,-171.732918,7.177972393820677
118.8168914,31.8923973,-173.139126,6.812803776279063
118.8168903,31.8923882,-174.50139000000001,6.454974235658009
118.8168894,31.8923792,-175.73182200000002,6.217487048300019
118.8168887,31.8923701,-176.951268,6.10123933589934
118.8168883,31.892361,-178.159728,6.184051375612624
118.8168881,31.8923519,-179.45607600000002,6.4560743445607764
118.8168881,31.8923427,179.0500619999999,6.774896479382608
118.8168885,31.8923336,176.89680599999997,6.915835658295522
118.8168892,31.8923246,174.611718,7.025379349025907
118.8168905,31.8923155,172.00803599999995,7.0501861390241585
118.8168922,31.8923064,169.07477399999993,6.997157122046045
118.8168946,31.8922975,165.86686199999997,6.831512608570739
118.8168975,31.8922888,162.32936999999993,6.692691689736971
118.8169011,31.8922802,158.18764799999997,6.611641563122587
118.8169054,31.8922719,153.43070999999998,6.488417314336131
118.8169107,31.892264,147.38840999999996,6.422765586111942
118.8169169,31.8922566,140.47821599999997,6.199284476997957
118.8169242,31.89225,132.35956199999998,6.110605816182422
118.8169326,31.8922444,123.43892999999997,5.964249031097134
118.8169419,31.8922401,113.03518799999995,5.758165840186949
118.8169521,31.8922374,100.15959599999996,5.505140788938832
118.8169627,31.8922369,86.92146599999995,5.438553817449048
118.8169732,31.8922384,73.65037799999999,5.550977933859526
118.816983,31.8922419,60.42323399999998,5.565583770150389
118.8169916,31.8922473,46.78960799999999,5.4789718727429095
118.8169985,31.8922544,33.265841999999964,5.531696553168735
118.8170032,31.8922625,20.43419399999999,5.647028017190583
118.8170059,31.8922713,9.283403999999962,6.136296149268513
118.8170066,31.8922803,0.00023399999997764098,6.387581040537618
118.817006,31.8922894,-6.74517000000003,6.808940110890944
118.8170044,31.8922984,-9.62350200000003,7.195524569379015
118.8170026,31.8923074,-9.733362,7.348922316846014
118.8170008,31.8923163,-9.304908000000012,7.311172843293117
118.8169992,31.8923253,-8.865468000000021,6.789195702688289
