Longitude,Latitude,Heading,Speed
118.8171605,31.8925007,183.23794800000002,0.0
118.8171552,31.8925005,183.34780800000004,2.350337014109038
118.8171499,31.8925002,183.413724,3.2117875170795234
118.8171446,31.8924998,183.47964000000002,4.178156800622652
118.8171393,31.8924996,183.54555600000003,4.672803875594299
118.817134,31.8924993,183.611472,5.215203836443799
118.8171287,31.892499,183.688374,5.632214122265553
118.8171233,31.8924987,183.73231800000002,5.6564911805042355
118.8171179,31.8924984,183.73231800000002,5.1264461332923075
118.8171125,31.8924981,183.53457000000003,4.850261909782434
118.8171072,31.8924978,183.25992000000002,5.146982079338101
118.8171019,31.8924975,182.62273200000004,5.563134076648147
118.8170966,31.8924974,181.62300600000003,5.9855820034094185
118.8170912,31.8924973,180.2937,6.030047653696686
118.8170858,31.8924973,178.887492,5.775660061354246
118.8170805,31.8924975,177.31649400000003,5.538939542415262
118.8170751,31.8924977,175.60267800000003,5.811455792294914
118.8170698,31.8924982,173.74604400000004,6.283228694012154
118.8170644,31.8924987,171.52687200000003,6.600214428510399
118.8170591,31.8924995,169.09896600000002,6.639738662414277
118.8170539,31.8925004,166.440354,6.363859819421958
118.8170487,31.8925016,163.309344,5.994822295740542
118.8170436,31.892503,160.145376,6.155743929912601
118.8170386,31.8925046,157.19014200000004,6.459666195311589
118.8170338,31.8925065,154.08110400000004,6.597071864388113
118.817029,31.8925086,150.88417800000002,6.62089834863802
118.8170243,31.892511,147.895986,6.668322497326665
118.8170198,31.8925135,144.86385,6.697048203300195
118.8170155,31.8925162,141.88664400000005,6.717287430779161
118.8170113,31.8925191,138.90943800000002,6.752672812318745
118.8170074,31.8925222,135.943218,6.689749118876774
118.8170035,31.8925255,132.91108200000002,6.647297091345624
118.817,31.8925289,130.01077800000002,6.672569529515658
118.8169966,31.8925325,127.00061400000004,6.599121612449759
118.8169934,31.8925362,124.04538000000002,6.57989047098671
118.8169905,31.8925401,121.057188,6.539437429627081
118.816988,31.8925441,118.12392600000004,6.473624904828821
118.8169855,31.8925482,115.22362200000003,6.542927182805636
118.8169833,31.8925524,112.48810800000001,6.51308147160872
118.8169814,31.8925567,109.92837000000003,6.547445582143691
118.8169796,31.8925611,107.54440800000003,6.576261653211815
118.8169781,31.8925655,105.34720800000002,6.642844713501529
118.8169767,31.8925699,103.45761600000003,6.7285275562878875
118.8169755,31.8925744,101.897604,6.750138464271727
118.8169745,31.8925789,100.73308800000001,6.764926850343441
118.8169735,31.8925834,99.964068,6.830875515372368
118.8169726,31.892588,99.56857200000002,6.821482543375563
118.8169717,31.8925926,99.35983800000002,6.877572589047733
118.8169709,31.8925972,99.15110400000003,6.926316000794276
118.81697,31.8926017,98.90941200000003,6.9428400358397475
118.8169693,31.8926062,98.56884600000001,6.985742633126859
118.8169685,31.8926107,98.22828000000004,6.93394418900701
118.8169677,31.8926152,97.92067200000002,6.93139877596928
118.816967,31.8926198,97.48123200000003,6.946539424088998
118.8169663,31.8926243,97.096722,6.969604848884165
118.8169656,31.8926288,96.75615600000003,7.007821779813335
118.8169649,31.8926333,96.48150600000002,7.070709529909824
118.8169643,31.8926379,96.17389800000001,7.044086019642928
118.8169637,31.8926424,95.94319200000001,7.040635570987376
118.8169631,31.892647,95.77840200000003,7.0393388244830986
118.8169626,31.8926515,95.60262600000004,6.979258799563512
118.8169621,31.892656,95.45980800000001,6.9314344456031325
118.8169617,31.8926605,95.37192000000005,6.941433214708647
118.8169612,31.8926651,95.26206000000002,6.931419135816047
118.8169607,31.8926697,95.196144,6.855837879684047
118.8169602,31.8926742,95.14121400000005,6.8429990204969995
118.8169597,31.8926788,95.06431200000003,6.788190216055783
118.8169592,31.8926833,95.03135400000002,6.790686017665746
118.8169588,31.8926878,94.97642400000001,6.8320570221829975
118.8169583,31.8926924,94.92149400000005,6.874945414064956
118.8169578,31.892697,94.88853600000004,6.873809030939213
118.8169574,31.8927015,94.85557800000004,6.917705969063444
118.816957,31.892706,94.85557800000004,6.959575344074591
118.8169565,31.8927106,94.85557800000004,7.026150822793386
118.8169561,31.8927151,94.86656400000004,7.068182435865194
118.8169557,31.8927196,94.86656400000004,7.082722244907117
118.8169552,31.8927241,94.87755000000004,7.102955362494608
118.8169548,31.8927287,94.86656400000004,7.059951234438631
118.8169543,31.8927333,94.85557800000004,7.049119279894651
118.8169538,31.8927378,94.84459200000003,7.027061194902286
118.8169533,31.8927424,94.75670400000001,6.995153265421283
118.8169529,31.8927469,94.64684400000004,6.9486258528841285
118.8169524,31.8927514,94.55895600000002,6.896923077310739
118.8169518,31.892756,94.51501200000001,6.791024650552912
118.8169513,31.8927605,94.449096,6.729829010267084
118.8169509,31.8927651,94.39416600000004,6.715990202408318
118.8169505,31.8927696,94.33923600000003,6.800580500751971
118.8169501,31.8927742,94.29529200000002,6.777643911017878
118.8169497,31.8927787,94.25134800000001,6.7447193280155
118.8169493,31.8927832,94.17444600000005,6.76663621220933
118.8169491,31.8927879,94.10853000000003,6.80677163862581
118.8169487,31.8927924,94.05360000000002,6.76663621220933
118.8169484,31.892797,94.02064200000001,6.721272285176515
118.816948,31.8928017,94.02064200000001,6.6900304167591775
118.8169476,31.8928064,94.02064200000001,6.721443179765836
118.8169472,31.8928111,94.03162800000001,6.755847749435325
118.8169469,31.8928157,94.06458600000002,6.733783274295954
118.8169465,31.8928202,94.11951600000003,6.678475767168532
118.8169461,31.8928249,94.16346000000004,6.767975043937
118.8169458,31.8928295,94.207404,6.844141713111104
118.8169454,31.892834,94.28430600000002,6.914037453693796
118.816945,31.8928385,94.33923600000003,6.937269442383598
118.8169445,31.892843,94.38318000000004,6.989807213806551
